MOF,Ground_State_Energy
str_m2_o1_o18_pcu_sym.41.cif,-1.4422205101855838
str_m2_o1_o18_pcu_sym.42.cif,-1.4422205099166068
str_m2_o1_o18_pcu_sym.56.cif,-1.44222051016669
str_m2_o1_o18_pcu_sym.6.cif,-1.4422205101855958
str_m2_o1_o18_pcu_sym.60.cif,-1.4422205101855812
str_m2_o1_o18_pcu_sym.65.cif,-1.4422205101784478
str_m2_o1_o18_pcu_sym.72.cif,-1.4422205101855796
str_m2_o1_o18_pcu_sym.76.cif,-1.4422205101816636
str_m2_o1_o18_pcu_sym.89.cif,-1.4422205101707237
str_m2_o1_o19_pcu_sym.10.cif,-1.4422205101844652
str_m2_o1_o19_pcu_sym.23.cif,-1.4422205101855878
str_m2_o1_o1_pcu_sym.13.cif,-1.4422205101820496
str_m2_o1_o1_pcu_sym.22.cif,-1.4422205101838026
str_m2_o1_o1_pcu_sym.28.cif,-1.4422205101748804
str_m2_o1_o1_pcu_sym.31.cif,-1.4422205101761434
str_m2_o1_o1_pcu_sym.39.cif,-1.4422205101853802
str_m2_o1_o1_pcu_sym.43.cif,-1.4422205101830388
str_m2_o1_o1_pcu_sym.62.cif,-1.442220510185039
str_m2_o1_o1_pcu_sym.70.cif,-1.4422205101766725
str_m2_o1_o1_pcu_sym.81.cif,-1.4422205101852923
str_m2_o1_o1_pcu_sym.84.cif,-1.442220510185575
str_m2_o1_o21_pcu_sym.109.cif,-1.4422205101855565
str_m2_o1_o21_pcu_sym.17.cif,-1.4422205101745673
str_m2_o1_o21_pcu_sym.79.cif,-1.4422205101403072
str_m2_o1_o22_pcu_sym.102.cif,-1.4422205101852668
str_m2_o1_o22_pcu_sym.107.cif,-1.4422205101855048
str_m2_o1_o22_pcu_sym.121.cif,-1.442220510171163
str_m2_o1_o22_pcu_sym.145.cif,-1.442220510034149
str_m2_o1_o22_pcu_sym.162.cif,-1.4422205101821843
str_m2_o1_o22_pcu_sym.17.cif,-1.4422205101852104
str_m2_o1_o22_pcu_sym.173.cif,-1.4422205101855539
str_m2_o1_o22_pcu_sym.19.cif,-1.4422205101855914
str_m2_o1_o23_pcu_sym.119.cif,-1.4422205101853707
str_m2_o1_o23_pcu_sym.151.cif,-1.4422205101767178
str_m2_o1_o23_pcu_sym.258.cif,-1.4422205101855554
str_m2_o1_o23_pcu_sym.87.cif,-1.4422205101851107
str_m2_o1_o24_pcu_sym.185.cif,-1.4422205101813597
str_m2_o1_o24_pcu_sym.56.cif,-1.4422205101673593
str_m2_o1_o24_pcu_sym.94.cif,-1.4422205101639674
str_m2_o1_o24_pcu_sym.99.cif,-1.4422205101836765
str_m2_o1_o25_pcu_sym.115.cif,-1.4422205101855914
str_m2_o1_o25_pcu_sym.178.cif,-1.4422205101855865
str_m2_o1_o25_pcu_sym.239.cif,-1.4422205101855914
str_m2_o1_o25_pcu_sym.245.cif,-1.442220510184419
str_m2_o1_o25_pcu_sym.248.cif,-1.442220510185558
str_m2_o1_o25_pcu_sym.51.cif,-1.4422205101825463
str_m2_o1_o25_pcu_sym.9.cif,-1.4422205101788697
str_m2_o1_o26_pcu_sym.39.cif,-1.4422205100334444
str_m2_o1_o26_pcu_sym.52.cif,-1.4422205101855945
str_m2_o1_o28_pcu_sym.114.cif,-1.4422205101855945
str_m2_o1_o28_pcu_sym.145.cif,-1.4422205101844972
str_m2_o1_o28_pcu_sym.217.cif,-1.4422205101707544
str_m2_o1_o28_pcu_sym.37.cif,-1.4422205101812478
str_m2_o1_o28_pcu_sym.61.cif,-1.4422205101520662
str_m2_o1_o28_pcu_sym.63.cif,-1.4422205101800634
str_m2_o1_o28_pcu_sym.72.cif,-1.4422205101548773
str_m2_o1_o29_pcu_sym.160.cif,-1.4422205101855896
str_m2_o1_o29_pcu_sym.174.cif,-1.4422205101854386
str_m2_o1_o29_pcu_sym.202.cif,-1.4422205100723646
str_m2_o1_o29_pcu_sym.226.cif,-1.4422205101611913
str_m2_o1_o29_pcu_sym.238.cif,-1.4422205101850636
str_m2_o1_o29_pcu_sym.35.cif,-1.4422205101848253
str_m2_o1_o29_pcu_sym.79.cif,-1.4422205101855925
str_m2_o1_o2_pcu_sym.109.cif,-1.4422205101421952
str_m2_o1_o2_pcu_sym.37.cif,-1.4422205101815346
str_m2_o1_o2_pcu_sym.62.cif,-1.442220510185594
str_m2_o1_o2_pcu_sym.73.cif,-1.442220510185202
str_m2_o1_o2_pcu_sym.81.cif,-1.4422205101855945
str_m2_o1_o3_pcu_sym.152.cif,-1.4422205101630974
str_m2_o1_o3_pcu_sym.196.cif,-1.442220510142803
str_m2_o1_o3_pcu_sym.26.cif,-1.442220510177353
str_m2_o1_o4_pcu_sym.126.cif,-1.4422205101855803
str_m2_o1_o4_pcu_sym.143.cif,-1.4422205101855858
str_m2_o1_o4_pcu_sym.168.cif,-1.4422205101826755
str_m2_o1_o4_pcu_sym.17.cif,-1.4422205101523766
str_m2_o1_o4_pcu_sym.170.cif,-1.442220510184565
str_m2_o1_o4_pcu_sym.201.cif,-1.4422205101855063
str_m2_o1_o4_pcu_sym.228.cif,-1.4422205101855234
str_m2_o1_o4_pcu_sym.233.cif,-1.4422205101378827
str_m2_o1_o4_pcu_sym.248.cif,-1.442220510154131
str_m2_o1_o4_pcu_sym.249.cif,-1.4422205101273269
str_m2_o1_o4_pcu_sym.53.cif,-1.4422205101801537
str_m2_o1_o5_pcu_sym.14.cif,-1.44222051018558
str_m2_o1_o5_pcu_sym.16.cif,-1.4422205101848902
str_m2_o1_o5_pcu_sym.26.cif,-1.4422205101844867
str_m2_o1_o5_pcu_sym.29.cif,-1.4422205101852859
str_m2_o1_o5_pcu_sym.53.cif,-1.442220510143291
str_m2_o1_o5_pcu_sym.57.cif,-1.442220510174264
str_m2_o1_o5_pcu_sym.69.cif,-1.4422205101855883
str_m2_o1_o5_pcu_sym.71.cif,-1.4422205101851175
str_m2_o1_o5_pcu_sym.73.cif,-1.44222051017822
str_m2_o1_o5_pcu_sym.96.cif,-1.4422205100255299
str_m2_o1_o6_pcu_sym.103.cif,-1.4422205101855954
str_m2_o1_o6_pcu_sym.108.cif,-1.4422205101839325
str_m2_o1_o6_pcu_sym.128.cif,-1.4422205101614949
str_m2_o1_o6_pcu_sym.95.cif,-1.4422205101804058
str_m2_o1_o7_pcu_sym.154.cif,-1.4422205101838306
str_m2_o1_o7_pcu_sym.60.cif,-1.4422205101433685
str_m2_o1_o7_pcu_sym.88.cif,-1.4422205101776302
str_m2_o1_o8_pcu_sym.196.cif,-1.4422205101774952
str_m2_o1_o9_pcu_sym.101.cif,-1.4422205101845145
str_m2_o1_o9_pcu_sym.112.cif,-1.4422205101855399
str_m2_o1_o9_pcu_sym.113.cif,-1.4422205101735062
str_m2_o1_o9_pcu_sym.16.cif,-1.4422205101855898
str_m2_o1_o9_pcu_sym.164.cif,-1.4422205101854786
str_m2_o1_o9_pcu_sym.176.cif,-1.4422205101710395
str_m2_o1_o9_pcu_sym.178.cif,-1.4422205101722443
str_m2_o1_o9_pcu_sym.22.cif,-1.442220510181488
str_m2_o1_o9_pcu_sym.224.cif,-1.4422205101803183
str_m2_o1_o9_pcu_sym.228.cif,-1.442220510182435
str_m2_o1_o9_pcu_sym.23.cif,-1.4422205101611207
str_m2_o1_o9_pcu_sym.28.cif,-1.4422205101637302
str_m2_o1_o9_pcu_sym.3.cif,-1.442220510185591
str_m2_o1_o9_pcu_sym.34.cif,-1.4422205101855634
str_m2_o1_o9_pcu_sym.39.cif,-1.4422205101855443
str_m2_o1_o9_pcu_sym.46.cif,-1.4422205101855803
str_m2_o1_o9_pcu_sym.74.cif,-1.4422205101855559
str_m2_o1_o9_pcu_sym.81.cif,-1.4422205101303986
str_m2_o1_o9_pcu_sym.85.cif,-1.4422205101741914
str_m2_o1_o9_pcu_sym.90.cif,-1.4422205101855734
str_m2_o1_o9_pcu_sym.99.cif,-1.4422205101337253
str_m2_o22_o22_pcu_sym.129.cif,-1.4422205101043846
str_m2_o22_o22_pcu_sym.157.cif,-1.4422205100862215
str_m2_o22_o22_pcu_sym.163.cif,-1.4422205101768282
str_m2_o22_o22_pcu_sym.168.cif,-1.4422205101855785
str_m2_o22_o22_pcu_sym.173.cif,-1.4422205101855496
str_m2_o22_o22_pcu_sym.180.cif,-1.4422205101842955
str_m2_o22_o22_pcu_sym.191.cif,-1.4422205101577008
str_m2_o22_o22_pcu_sym.199.cif,-1.442220510185083
str_m2_o22_o22_pcu_sym.2.cif,-1.4422205101778258
str_m2_o22_o22_pcu_sym.201.cif,-1.4422205101694479
str_m2_o22_o22_pcu_sym.221.cif,-1.4422205101683225
str_m2_o22_o22_pcu_sym.32.cif,-1.4422205101702137
str_m2_o22_o22_pcu_sym.37.cif,-1.4422205101425067
str_m2_o22_o22_pcu_sym.64.cif,-1.4422205100642138
str_m2_o22_o22_pcu_sym.8.cif,-1.4422205101846912
str_m2_o22_o22_pcu_sym.89.cif,-1.442220510138592
str_m2_o22_o22_pcu_sym.91.cif,-1.4422205101400536
str_m2_o22_o23_pcu_sym.71.cif,-1.4422205101807932
str_m2_o22_o24_pcu_sym.117.cif,-1.4422205101610996
str_m2_o22_o24_pcu_sym.142.cif,-1.4422205101847874
str_m2_o22_o24_pcu_sym.83.cif,-1.4422205101829062
str_m2_o22_o28_pcu_sym.184.cif,-1.4422205101855492
str_m2_o22_o28_pcu_sym.27.cif,-1.4422205101380106
str_m2_o24_o28_pcu_sym.109.cif,-1.4422205101651993
str_m2_o24_o28_pcu_sym.11.cif,-1.4422205101846761
str_m2_o24_o28_pcu_sym.110.cif,-1.4422205101855439
str_m2_o24_o28_pcu_sym.115.cif,-1.4422205101855565
str_m2_o24_o28_pcu_sym.128.cif,-1.4422205100115009
str_m2_o24_o28_pcu_sym.34.cif,-1.4422205101293746
str_m2_o24_o28_pcu_sym.56.cif,-1.442220510148828
str_m2_o24_o28_pcu_sym.74.cif,-1.4422205101154435
str_m2_o24_o29_pcu_sym.119.cif,-1.4422205100594099
str_m2_o24_o29_pcu_sym.15.cif,-1.4422205101855514
str_m2_o24_o29_pcu_sym.5.cif,-1.442220510184492
str_m2_o24_o29_pcu_sym.73.cif,-1.4422205101811525
str_m2_o25_o25_pcu_sym.153.cif,-1.4422205101779335
str_m2_o25_o25_pcu_sym.187.cif,-1.4422205100740644
str_m2_o25_o25_pcu_sym.214.cif,-1.4422205101855943
str_m2_o25_o25_pcu_sym.221.cif,-1.442220510174454
str_m2_o2_o10_pcu_sym.172.cif,-1.4422205101855115
str_m2_o2_o10_pcu_sym.235.cif,-1.4422205101626138
str_m2_o2_o11_pcu_sym.95.cif,-1.442220510176341
str_m2_o2_o5_pcu_sym.14.cif,-1.4422205101851768
str_m2_o2_o5_pcu_sym.82.cif,-1.442220510179074
str_m2_o2_o5_pcu_sym.96.cif,-1.4422205101695005
str_m2_o36_o36_pts_sym.19.cif,-1.442220510185185
str_m2_o36_o36_pts_sym.27.cif,-1.4422205101829035
str_m2_o36_o36_pts_sym.32.cif,-1.442220510185443
str_m2_o38_o41_fof_sym.30.cif,-1.442220510185574
str_m2_o38_o41_fof_sym.7.cif,-1.4422205101847794
str_m2_o40_o40_fof_sym.14.cif,-1.4422205101785162
str_m2_o40_o40_fof_sym.15.cif,-1.4422205101855938
str_m2_o40_o40_fof_sym.20.cif,-1.4422205101736503
str_m2_o40_o40_fof_sym.21.cif,-1.442220510181357
str_m2_o40_o40_fof_sym.22.cif,-1.4422205099894772
str_m2_o40_o40_fof_sym.31.cif,-1.4422205101812269
str_m2_o40_o40_fof_sym.34.cif,-1.442220510183711
str_m2_o40_o40_fof_sym.36.cif,-1.4422205101789722
str_m2_o40_o40_fof_sym.4.cif,-1.442220510151516
str_m2_o40_o40_fof_sym.40.cif,-1.4422205101853258
str_m2_o40_o40_fof_sym.43.cif,-1.442220510185513
str_m2_o40_o40_fof_sym.46.cif,-1.442220510177757
str_m2_o40_o40_fof_sym.49.cif,-1.442220510173051
str_m2_o40_o40_fof_sym.5.cif,-1.4422205101681689
str_m2_o40_o40_fof_sym.51.cif,-1.4422205101853747
str_m2_o40_o40_fof_sym.52.cif,-1.4422205101855397
str_m2_o40_o40_fof_sym.54.cif,-1.442220510165091
str_m2_o40_o40_fof_sym.59.cif,-1.4422205101392973
str_m2_o40_o40_fof_sym.61.cif,-1.4422205101854875
str_m2_o40_o40_fof_sym.65.cif,-1.4422205101837497
str_m2_o40_o40_fof_sym.68.cif,-1.4422205101790497
str_m2_o40_o40_fof_sym.69.cif,-1.4422205099932546
str_m2_o40_o40_fof_sym.70.cif,-1.442220510185594
str_m2_o40_o40_fof_sym.72.cif,-1.4422205101846055
str_m2_o40_o40_fof_sym.73.cif,-1.4422205101053682
str_m2_o40_o40_fof_sym.74.cif,-1.4422205101841803
str_m2_o40_o40_fof_sym.77.cif,-1.4422205101855954
str_m2_o40_o40_fof_sym.78.cif,-1.4422205101854928
str_m2_o40_o40_fof_sym.82.cif,-1.4422205101476897
str_m2_o40_o40_fof_sym.88.cif,-1.442220510185529
str_m2_o40_o40_fof_sym.90.cif,-1.4422205101557377
str_m2_o40_o40_fof_sym.98.cif,-1.4422205101834709
str_m2_o40_o41_fof_sym.1.cif,-1.4422205100085561
str_m2_o40_o41_fof_sym.10.cif,-1.4422205101854015
str_m2_o40_o41_fof_sym.12.cif,-1.4422205101738457
str_m2_o40_o41_fof_sym.122.cif,-1.442220510185524
str_m2_o40_o41_fof_sym.14.cif,-1.442220510173128
str_m2_o40_o41_fof_sym.147.cif,-1.4422205101790173
str_m2_o40_o41_fof_sym.15.cif,-1.442220510150042
str_m2_o40_o41_fof_sym.16.cif,-1.4422205100864727
str_m2_o40_o41_fof_sym.17.cif,-1.4422205101773906
str_m2_o40_o41_fof_sym.174.cif,-1.4422205101801528
str_m2_o40_o41_fof_sym.184.cif,-1.4422205101019934
str_m2_o40_o41_fof_sym.185.cif,-1.442220510185595
str_m2_o40_o41_fof_sym.19.cif,-1.4422205101823145
str_m2_o40_o41_fof_sym.193.cif,-1.4422205101855883
str_m2_o40_o41_fof_sym.20.cif,-1.4422205101855836
str_m2_o40_o41_fof_sym.210.cif,-1.4422205101854302
str_m2_o40_o41_fof_sym.211.cif,-1.4422205101789962
str_m2_o40_o41_fof_sym.22.cif,-1.4422205101668288
str_m2_o40_o41_fof_sym.227.cif,-1.4422205100604648
str_m2_o40_o41_fof_sym.244.cif,-1.4422205101695904
str_m2_o40_o41_fof_sym.25.cif,-1.4422205101851602
str_m2_o40_o41_fof_sym.26.cif,-1.4422205101818588
str_m2_o40_o41_fof_sym.27.cif,-1.4422205101855876
str_m2_o40_o41_fof_sym.3.cif,-1.4422205101855725
str_m2_o40_o41_fof_sym.30.cif,-1.4422205101547356
str_m2_o40_o41_fof_sym.31.cif,-1.442220510177986
str_m2_o40_o41_fof_sym.32.cif,-1.442220510185585
str_m2_o40_o41_fof_sym.33.cif,-1.4422205101855023
str_m2_o40_o41_fof_sym.35.cif,-1.4422205101393544
str_m2_o40_o41_fof_sym.36.cif,-1.4422205101724543
str_m2_o40_o41_fof_sym.38.cif,-1.4422205101687555
str_m2_o40_o41_fof_sym.39.cif,-1.4422205101034506
str_m2_o40_o41_fof_sym.40.cif,-1.4422205101855923
str_m2_o40_o41_fof_sym.42.cif,-1.4422205101854735
str_m2_o40_o41_fof_sym.43.cif,-1.4422205101839878
str_m2_o40_o41_fof_sym.44.cif,-1.442220510185439
str_m2_o40_o41_fof_sym.45.cif,-1.4422205101830272
str_m2_o40_o41_fof_sym.46.cif,-1.442220510169034
str_m2_o40_o41_fof_sym.47.cif,-1.4422205101847996
str_m2_o40_o41_fof_sym.48.cif,-1.442220510185309
str_m2_o40_o41_fof_sym.51.cif,-1.4422205101855925
str_m2_o40_o41_fof_sym.52.cif,-1.4422205101855683
str_m2_o40_o41_fof_sym.53.cif,-1.4422205101831218
str_m2_o40_o41_fof_sym.55.cif,-1.4422205101855887
str_m2_o40_o41_fof_sym.57.cif,-1.442220510185499
str_m2_o40_o41_fof_sym.58.cif,-1.4422205101855947
str_m2_o40_o41_fof_sym.59.cif,-1.4422205101855932
str_m2_o40_o41_fof_sym.60.cif,-1.4422205101855163
str_m2_o40_o41_fof_sym.61.cif,-1.4422205101144936
str_m2_o40_o41_fof_sym.63.cif,-1.4422205101849113
str_m2_o40_o41_fof_sym.66.cif,-1.4422205101330632
str_m2_o40_o41_fof_sym.67.cif,-1.4422205101778545
str_m2_o40_o41_fof_sym.69.cif,-1.4422205101855416
str_m2_o40_o41_fof_sym.7.cif,-1.442220510184805
str_m2_o40_o41_fof_sym.70.cif,-1.442220510174772
str_m2_o40_o41_fof_sym.71.cif,-1.4422205101855825
str_m2_o40_o41_fof_sym.81.cif,-1.442220510185591
str_m2_o41_o41_fof_sym.1.cif,-1.442220510176679
str_m2_o41_o41_fof_sym.10.cif,-1.4422205101854173
str_m2_o41_o41_fof_sym.100.cif,-1.4422205101748395
str_m2_o41_o41_fof_sym.101.cif,-1.442220510180812
str_m2_o41_o41_fof_sym.103.cif,-1.4422205101440102
str_m2_o41_o41_fof_sym.104.cif,-1.442220510172093
str_m2_o41_o41_fof_sym.11.cif,-1.4422205101273062
str_m2_o41_o41_fof_sym.12.cif,-1.4422205101596015
str_m2_o41_o41_fof_sym.131.cif,-1.442220510175452
str_m2_o41_o41_fof_sym.132.cif,-1.4422205101615253
str_m2_o41_o41_fof_sym.14.cif,-1.4422205101855612
str_m2_o41_o41_fof_sym.143.cif,-1.4422205101855308
str_m2_o41_o41_fof_sym.16.cif,-1.4422205101792411
str_m2_o41_o41_fof_sym.17.cif,-1.442220510163561
str_m2_o41_o41_fof_sym.18.cif,-1.4422205101769356
str_m2_o41_o41_fof_sym.19.cif,-1.4422205101844323
str_m2_o41_o41_fof_sym.2.cif,-1.4422205101724006
str_m2_o41_o41_fof_sym.21.cif,-1.4422205101814214
str_m2_o41_o41_fof_sym.22.cif,-1.442220510184595
str_m2_o41_o41_fof_sym.23.cif,-1.4422205101782848
str_m2_o41_o41_fof_sym.24.cif,-1.4422205101337986
str_m2_o41_o41_fof_sym.25.cif,-1.442220510177685
str_m2_o41_o41_fof_sym.26.cif,-1.4422205100505416
str_m2_o41_o41_fof_sym.29.cif,-1.4422205101764705
str_m2_o41_o41_fof_sym.30.cif,-1.4422205101488363
str_m2_o41_o41_fof_sym.31.cif,-1.4422205101605512
str_m2_o41_o41_fof_sym.32.cif,-1.4422205101855115
str_m2_o41_o41_fof_sym.33.cif,-1.4422205101410608
str_m2_o41_o41_fof_sym.34.cif,-1.4422205101855032
str_m2_o41_o41_fof_sym.35.cif,-1.4422205101855954
str_m2_o41_o41_fof_sym.36.cif,-1.442220510181073
str_m2_o41_o41_fof_sym.37.cif,-1.4422205101855248
str_m2_o41_o41_fof_sym.38.cif,-1.4422205101763002
str_m2_o41_o41_fof_sym.39.cif,-1.4422205101766994
str_m2_o41_o41_fof_sym.4.cif,-1.4422205101714782
str_m2_o41_o41_fof_sym.40.cif,-1.4422205101696979
str_m2_o41_o41_fof_sym.41.cif,-1.4422205101793497
str_m2_o41_o41_fof_sym.42.cif,-1.442220510184913
str_m2_o41_o41_fof_sym.43.cif,-1.4422205101830285
str_m2_o41_o41_fof_sym.45.cif,-1.4422205101855918
str_m2_o41_o41_fof_sym.46.cif,-1.4422205101854804
str_m2_o41_o41_fof_sym.48.cif,-1.442220510177312
str_m2_o41_o41_fof_sym.5.cif,-1.4422205101274144
str_m2_o41_o41_fof_sym.51.cif,-1.442220510185277
str_m2_o41_o41_fof_sym.55.cif,-1.4422205101790704
str_m2_o41_o41_fof_sym.57.cif,-1.4422205101854688
str_m2_o41_o41_fof_sym.58.cif,-1.442220510164874
str_m2_o41_o41_fof_sym.59.cif,-1.4422205101853984
str_m2_o41_o41_fof_sym.6.cif,-1.4422205100635437
str_m2_o41_o41_fof_sym.60.cif,-1.4422205101627912
str_m2_o41_o41_fof_sym.61.cif,-1.4422205101854788
str_m2_o41_o41_fof_sym.62.cif,-1.4422205101849395
str_m2_o41_o41_fof_sym.63.cif,-1.4422205099719736
str_m2_o41_o41_fof_sym.64.cif,-1.442220510158713
str_m2_o41_o41_fof_sym.68.cif,-1.442220510180795
str_m2_o41_o41_fof_sym.69.cif,-1.4422205101829086
str_m2_o41_o41_fof_sym.7.cif,-1.4422205101742176
str_m2_o41_o41_fof_sym.70.cif,-1.442220510185549
str_m2_o41_o41_fof_sym.71.cif,-1.4422205101735681
str_m2_o41_o41_fof_sym.72.cif,-1.4422205101805323
str_m2_o41_o41_fof_sym.73.cif,-1.4422205101845762
str_m2_o41_o41_fof_sym.74.cif,-1.442220510177094
str_m2_o41_o41_fof_sym.77.cif,-1.4422205101798622
str_m2_o41_o41_fof_sym.78.cif,-1.4422205101855492
str_m2_o41_o41_fof_sym.79.cif,-1.4422205101855954
str_m2_o41_o41_fof_sym.8.cif,-1.4422205101798922
str_m2_o41_o41_fof_sym.80.cif,-1.4422205101711398
str_m2_o41_o41_fof_sym.82.cif,-1.442220510185582
str_m2_o41_o41_fof_sym.83.cif,-1.442220510185594
str_m2_o41_o41_fof_sym.84.cif,-1.4422205101855265
str_m2_o41_o41_fof_sym.85.cif,-1.442220510185352
str_m2_o41_o41_fof_sym.86.cif,-1.442220510185295
str_m2_o41_o41_fof_sym.87.cif,-1.4422205101760943
str_m2_o41_o41_fof_sym.88.cif,-1.4422205101573662
str_m2_o41_o41_fof_sym.89.cif,-1.4422205101071757
str_m2_o41_o41_fof_sym.9.cif,-1.4422205101736192
str_m2_o41_o41_fof_sym.90.cif,-1.4422205101855887
str_m2_o41_o41_fof_sym.91.cif,-1.442220510185589
str_m2_o41_o41_fof_sym.92.cif,-1.4422205101854575
str_m2_o41_o41_fof_sym.94.cif,-1.4422205101855863
str_m2_o41_o41_fof_sym.95.cif,-1.442220510179458
str_m2_o41_o41_fof_sym.96.cif,-1.4422205100793697
str_m2_o41_o41_fof_sym.97.cif,-1.4422205101174397
str_m2_o41_o41_fof_sym.98.cif,-1.4422205101849364
str_m2_o41_o41_fof_sym.99.cif,-1.4422205101346426
str_m2_o4_o10_pcu_sym.107.cif,-1.4422205101855672
str_m2_o4_o10_pcu_sym.116.cif,-1.4422205101802095
str_m2_o4_o10_pcu_sym.119.cif,-1.4422205101515524
str_m2_o4_o10_pcu_sym.152.cif,-1.442220510185482
str_m2_o4_o10_pcu_sym.164.cif,-1.442220510183029
str_m2_o4_o10_pcu_sym.169.cif,-1.4422205101855856
str_m2_o4_o10_pcu_sym.170.cif,-1.4422205101696712
str_m2_o4_o10_pcu_sym.20.cif,-1.4422205101831524
str_m2_o4_o10_pcu_sym.237.cif,-1.4422205101855934
str_m2_o4_o10_pcu_sym.30.cif,-1.4422205101853922
str_m2_o4_o10_pcu_sym.4.cif,-1.4422205101714984
str_m2_o4_o10_pcu_sym.5.cif,-1.4422205101742065
str_m2_o4_o10_pcu_sym.76.cif,-1.442220510172512
str_m2_o4_o10_pcu_sym.77.cif,-1.4422205099586742
str_m2_o4_o10_pcu_sym.98.cif,-1.442220510185534
str_m2_o4_o11_pcu_sym.19.cif,-1.4422205099970324
str_m2_o4_o11_pcu_sym.72.cif,-1.442220510185187
str_m2_o4_o12_pcu_sym.146.cif,-1.4422205101298202
str_m2_o4_o12_pcu_sym.171.cif,-1.4422205101855163
str_m2_o4_o12_pcu_sym.183.cif,-1.4422205101793095
str_m2_o4_o12_pcu_sym.221.cif,-1.4422205101855075
str_m2_o4_o13_pcu_sym.247.cif,-1.4422205100833803
str_m2_o4_o13_pcu_sym.8.cif,-1.4422205101576593
str_m2_o4_o13_pcu_sym.94.cif,-1.4422205101805414
str_m2_o4_o14_pcu_sym.100.cif,-1.4422205101830867
str_m2_o4_o14_pcu_sym.103.cif,-1.4422205101753818
str_m2_o4_o14_pcu_sym.111.cif,-1.442220510185448
str_m2_o4_o14_pcu_sym.118.cif,-1.442220510184585
str_m2_o4_o14_pcu_sym.121.cif,-1.4422205100850183
str_m2_o4_o14_pcu_sym.123.cif,-1.442220510183963
str_m2_o4_o14_pcu_sym.129.cif,-1.4422205101720098
str_m2_o4_o14_pcu_sym.139.cif,-1.4422205100588112
str_m2_o4_o14_pcu_sym.141.cif,-1.4422205101793688
str_m2_o4_o14_pcu_sym.159.cif,-1.442220510139463
str_m2_o4_o14_pcu_sym.170.cif,-1.442220510184115
str_m2_o4_o14_pcu_sym.185.cif,-1.4422205101852417
str_m2_o4_o14_pcu_sym.189.cif,-1.442220510185534
str_m2_o4_o14_pcu_sym.19.cif,-1.442220510185186
str_m2_o4_o14_pcu_sym.194.cif,-1.4422205101637644
str_m2_o4_o14_pcu_sym.204.cif,-1.4422205101855465
str_m2_o4_o14_pcu_sym.207.cif,-1.442220510185591
str_m2_o4_o14_pcu_sym.218.cif,-1.4422205101788113
str_m2_o4_o14_pcu_sym.220.cif,-1.4422205101855519
str_m2_o4_o14_pcu_sym.228.cif,-1.4422205101821453
str_m2_o4_o14_pcu_sym.239.cif,-1.4422205101855479
str_m2_o4_o14_pcu_sym.3.cif,-1.4422205101855832
str_m2_o4_o14_pcu_sym.32.cif,-1.4422205100533085
str_m2_o4_o14_pcu_sym.48.cif,-1.4422205101576484
str_m2_o4_o14_pcu_sym.51.cif,-1.442220510158868
str_m2_o4_o14_pcu_sym.61.cif,-1.4422205101682044
str_m2_o4_o14_pcu_sym.63.cif,-1.4422205101855932
str_m2_o4_o16_pcu_sym.10.cif,-1.442220510179609
str_m2_o4_o16_pcu_sym.11.cif,-1.4422205101421728
str_m2_o4_o16_pcu_sym.126.cif,-1.442220510184662
str_m2_o4_o16_pcu_sym.134.cif,-1.4422205100860963
str_m2_o4_o16_pcu_sym.139.cif,-1.4422205101844867
str_m2_o4_o16_pcu_sym.140.cif,-1.4422205101352814
str_m2_o4_o16_pcu_sym.148.cif,-1.4422205101855805
str_m2_o4_o16_pcu_sym.149.cif,-1.4422205101756342
str_m2_o4_o16_pcu_sym.15.cif,-1.4422205101801364
str_m2_o4_o16_pcu_sym.150.cif,-1.4422205101839578
str_m2_o4_o16_pcu_sym.153.cif,-1.4422205101752572
str_m2_o4_o16_pcu_sym.155.cif,-1.4422205101855665
str_m2_o4_o16_pcu_sym.157.cif,-1.4422205101851995
str_m2_o4_o16_pcu_sym.180.cif,-1.4422205101854206
str_m2_o4_o16_pcu_sym.186.cif,-1.4422205101855694
str_m2_o4_o16_pcu_sym.189.cif,-1.4422205101513648
str_m2_o4_o16_pcu_sym.198.cif,-1.4422205101830565
str_m2_o4_o16_pcu_sym.213.cif,-1.4422205101847754
str_m2_o4_o16_pcu_sym.215.cif,-1.4422205101850245
str_m2_o4_o16_pcu_sym.228.cif,-1.4422205101551058
str_m2_o4_o16_pcu_sym.231.cif,-1.44222051015918
str_m2_o4_o16_pcu_sym.233.cif,-1.4422205101819534
str_m2_o4_o16_pcu_sym.24.cif,-1.4422205101853864
str_m2_o4_o16_pcu_sym.252.cif,-1.4422205101855488
str_m2_o4_o16_pcu_sym.50.cif,-1.442220510177866
str_m2_o4_o16_pcu_sym.52.cif,-1.442220510179189
str_m2_o4_o16_pcu_sym.72.cif,-1.4422205101686316
str_m2_o4_o16_pcu_sym.74.cif,-1.442220510185573
str_m2_o4_o16_pcu_sym.84.cif,-1.4422205101822132
str_m2_o4_o17_pcu_sym.1.cif,-1.4422205101765366
str_m2_o4_o17_pcu_sym.10.cif,-1.442220510165543
str_m2_o4_o17_pcu_sym.110.cif,-1.4422205101777394
str_m2_o4_o17_pcu_sym.120.cif,-1.4422205101776908
str_m2_o4_o17_pcu_sym.132.cif,-1.442220510168715
str_m2_o4_o17_pcu_sym.137.cif,-1.4422205101855947
str_m2_o4_o17_pcu_sym.185.cif,-1.4422205101828043
